play_id,start_down,end_down,quarter,play_type,seconds_remaining,text,score_value,yards
4015476393876,0,2,4,End of Game,0,END GAME,0,0
4015476441,0,0,0,Coin Toss,900,GAME,0,0
40154764441,0,1,1,Kickoff,900,"K.Fairbairn kicks 65 yards from HST 35 to end zone, Touchback.",0,0
40154764457,1,2,1,Rush,900,"(Shotgun) J.Taylor left tackle to IND 29 for 4 yards (M.Collins, J.Pitre).",0,4
40154764479,2,1,1,Rush,864,"J.Taylor right end to IND 29 for no gain (C.Harris). PENALTY on HST-D.King, Illegal Use of Hands, 5 yards, enforced at IND 29 - No Play.",0,5
401547644112,1,2,1,Pass Reception,845,(Shotgun) G.Minshew pass short right to M.Pittman ran ob at IND 39 for 5 yards.,0,5
401547644142,2,1,1,Pass Reception,818,"(No Huddle, Shotgun) G.Minshew pass short right to M.Pittman to IND 46 for 7 yards (D.Houston-Carson).",0,7
401547644167,1,2,1,Pass Reception,782,"(No Huddle, Shotgun) G.Minshew pass short left to M.Pittman to HST 45 for 9 yards (K.Davis) [K.Hinish].",0,9
401547644192,2,1,1,Rush,750,"(No Huddle, Shotgun) J.Taylor right guard to HST 42 for 3 yards (K.Hinish).",0,3
401547644214,1,2,1,Rush,711,G.Minshew scrambles left end to HST 33 for 9 yards (B.Cashman).,0,9
401547644236,2,1,1,Rush,677,"(No Huddle, Shotgun) J.Taylor up the middle to HST 20 for 13 yards (B.Cashman; S.Nelson).",0,13
401547644258,1,2,1,Rush,644,"(No Huddle, Shotgun) J.Taylor left end to HST 16 for 4 yards (T.Tart).",0,4
401547644280,2,3,1,Rush,607,(Shotgun) J.Taylor up the middle to HST 14 for 2 yards (C.Harris).,0,2
401547644302,3,4,1,Pass Incompletion,564,(Shotgun) G.Minshew pass incomplete short right to T.Goodson.,0,0
401547644325,4,4,1,Penalty,559,"(No Huddle, Shotgun) PENALTY on IND, Delay of Game, 5 yards, enforced at HST 14 - No Play.",0,-5
401547644368,1,1,1,Official Timeout,555,Timeout at 09:15.,0,0
401547644355,4,0,1,Field Goal Good,555,"M.Gay 38 yard field goal is GOOD, Center-L.Rhodes, Holder-R.Sanchez.",3,38
401547644380,0,1,1,Kickoff,555,"M.Gay kicks 65 yards from IND 35 to end zone, Touchback.",0,0
401547644437,1,1,1,Official Timeout,546,Timeout at 09:06.,0,0
401547644403,1,0,1,Passing Touchdown,546,"C.Stroud pass deep middle to N.Collins for 75 yards, TOUCHDOWN [D.Buckner].K.Fairbairn extra point is GOOD, Center-J.Weeks, Holder-C.Johnston.",6,75
401547644444,0,0,1,Kickoff Return (Offense),546,K.Fairbairn kicks 59 yards from HST 35 to IND 6. J.Downs to IND 23 for 17 yards (D.Ogunbowale).,0,17
401547644474,1,2,1,Pass Incompletion,542,(Shotgun) G.Minshew pass incomplete short left to A.Pierce (S.Nelson).,0,0
401547644506,2,3,1,Sack,538,(Shotgun) G.Minshew sacked at IND 15 for -8 yards (C.Harris).,0,-8
401547644526,3,4,1,Rush,498,(Shotgun) J.Taylor up the middle to IND 25 for 10 yards (B.Cashman; J.Hughes).,0,10
401547644558,1,1,1,Official Timeout,443,Timeout at 07:23.,0,0
401547644548,4,1,1,Punt,443,"R.Sanchez punts 51 yards to HST 24, Center-L.Rhodes, fair catch by D.King.",0,0
401547644568,1,2,1,Rush,443,D.Singletary up the middle to HST 29 for 5 yards (D.Buckner; E.Speed).,0,5
401547644597,2,3,1,Rush,411,D.Singletary up the middle to HST 31 for 2 yards (R.Harrison; Z.Franklin).,0,2
401547644619,3,1,1,Rush,373,(Shotgun) C.Stroud scrambles up the middle to HST 35 for 4 yards (R.Harrison).,0,4
401547644641,1,2,1,Pass Reception,334,(Shotgun) C.Stroud pass short left to N.Collins ran ob at HST 41 for 6 yards.,0,6
401547644666,2,3,1,Rush,301,D.Singletary left end to HST 43 for 2 yards (S.Olubi).,0,2
401547644688,3,4,1,Rush,267,"(Shotgun) D.Singletary up the middle to HST 42 for -1 yards (E.Speed, J.Jones).",0,-1
401547644720,1,1,1,Official Timeout,211,Timeout at 03:31.,0,0
401547644710,4,1,1,Punt,211,"C.Johnston punts 44 yards to IND 14, Center-J.Weeks, fair catch by J.Downs.",0,0
401547644730,1,1,1,Rush,211,(Shotgun) J.Taylor left end to IND 28 for 14 yards (D.Houston-Carson; C.Harris).,0,14
401547644759,1,2,1,Pass Incompletion,175,"(No Huddle, Shotgun) G.Minshew pass incomplete short middle to A.Pierce.",0,0
401547644782,2,3,1,Pass Incompletion,171,(Shotgun) G.Minshew pass incomplete short left to W.Mallory (D.Houston-Carson).,0,0
401547644805,3,4,1,Pass Incompletion,167,"(Shotgun) G.Minshew pass incomplete deep middle to A.Pierce. Penalty on IND-B.Smith, Offensive Holding, declined.",0,0
401547644844,4,1,1,Punt,160,"R.Sanchez punts 52 yards to HST 20, Center-L.Rhodes. D.King pushed ob at HST 35 for 15 yards (M.Alie-Cox; K.Granson).",0,15
401547644875,1,2,1,Pass Incompletion,149,(Shotgun) C.Stroud pass incomplete deep right to D.Schultz.,0,0
401547644898,2,1,1,Pass Reception,144,(Shotgun) C.Stroud pass short right to N.Collins pushed ob at HST 47 for 12 yards (J.Brents).,0,12
401547644923,1,2,1,Rush,111,D.Singletary left tackle to HST 48 for 1 yard (D.Buckner; G.Stewart).,0,1
401547644945,2,3,1,Rush,70,D.Singletary right end to IND 48 for 4 yards (N.Cross).,0,4
401547644967,3,3,1,Penalty,27,"(Shotgun) PENALTY on HST-L.Tunsil, False Start, 5 yards, enforced at IND 48 - No Play.",0,-5
401547644991,3,4,1,Pass Reception,21,(Shotgun) C.Stroud pass short left to N.Collins to IND 46 for 7 yards (E.Speed).,0,7
4015476441016,4,4,1,End Period,0,END QUARTER 1,0,0
