end_down,game_id,play_id,play_type,quarter,score_value,seconds_remaining,start_down,text,yards
1.0,401547639.0,401547639728,Punt,1.0,0.0,105.0,4.0,"J.Stout punts 51 yards to PIT 21, Center-T.Ott. C.Austin to PIT 37 for 16 yards (T.Ott).",16.0
1.0,401547639.0,401547639754,Official Timeout,1.0,0.0,94.0,1.0,Timeout at 01:34.,0.0
2.0,401547639.0,401547639761,Rush,1.0,0.0,94.0,1.0,(Shotgun) N.Harris right guard to PIT 42 for 5 yards (B.Washington).,5.0
3.0,401547639.0,401547639783,Pass Reception,1.0,0.0,57.0,2.0,M.Rudolph pass short right to Co.Heyward to PIT 44 for 2 yards (P.Queen).,2.0
4.0,401547639.0,401547639808,Pass Incompletion,1.0,0.0,11.0,3.0,(Shotgun) M.Rudolph pass incomplete deep left to D.Johnson.,0.0
1.0,401547639.0,401547639831,Punt,1.0,0.0,5.0,4.0,"P.Harvin punts 49 yards to BLT 7, Center-C.Kuntz, downed by PIT-J.Pierre. PENALTY on PIT, Offensive Too Many Men on Field, 5 yards, enforced at PIT 44 - No Play.",-5.0
1.0,401547639.0,401547639851,End Period,1.0,0.0,0.0,1.0,END QUARTER 1,0.0
1.0,401547639.0,401547639871,Punt,2.0,0.0,900.0,4.0,"P.Harvin punts 26 yards to BLT 35, Center-C.Kuntz, out of bounds.",0.0
2.0,401547639.0,401547639902,Rush,2.0,0.0,892.0,1.0,(Shotgun) M.Gordon right end to BLT 41 for 6 yards (E.Rowe).,6.0
1.0,401547639.0,401547639924,Rush,2.0,0.0,853.0,2.0,(Shotgun) M.Gordon right guard to BLT 45 for 4 yards (T.Watt; E.Rowe).,4.0
1.0,401547639.0,401547639946,Fumble Recovery (Opponent),2.0,0.0,813.0,1.0,"(Shotgun) M.Gordon right end to BLT 45 for no gain (M.Robinson). FUMBLES (M.Robinson), RECOVERED by PIT-L.Ogunjobi at BLT 45.",0.0
1.0,401547639.0,401547639965,Official Timeout,2.0,0.0,808.0,1.0,Timeout at 13:28.,0.0
1.0,401547639.0,401547639984,Rush,2.0,0.0,808.0,1.0,(Shotgun) N.Harris left end pushed ob at BLT 35 for 10 yards (P.Queen).,10.0
1.0,401547639.0,4015476391018,Penalty,2.0,0.0,775.0,1.0,"(Shotgun) PENALTY on PIT-M.Cole, False Start, 5 yards, enforced at BLT 35 - No Play.",-5.0
2.0,401547639.0,4015476391042,Rush,2.0,0.0,755.0,1.0,"(Shotgun) N.Harris up the middle to BLT 38 for 2 yards (D.Phillips, T.Robinson).",2.0
3.0,401547639.0,4015476391064,Pass Reception,2.0,0.0,718.0,2.0,(Shotgun) M.Rudolph pass short middle to J.Warren to BLT 33 for 5 yards (A.Maulet).,5.0
1.0,401547639.0,4015476391089,Fumble Recovery (Opponent),2.0,0.0,675.0,3.0,"(Shotgun) M.Rudolph pass short right to J.Warren to BLT 32 for 1 yard (A.Maulet, D.Phillips). FUMBLES (D.Phillips), touched at BLT 32, RECOVERED by BLT-A.Maulet at BLT 33.",1.0
1.0,401547639.0,4015476391113,Official Timeout,2.0,0.0,662.0,1.0,Timeout at 11:02.,0.0
2.0,401547639.0,4015476391137,Pass Incompletion,2.0,0.0,662.0,1.0,(Shotgun) T.Huntley pass incomplete short left to J.Hill.,0.0
3.0,401547639.0,4015476391167,Rush,2.0,0.0,654.0,2.0,(Shotgun) T.Huntley scrambles up the middle to BLT 40 for 7 yards (T.Watt).,7.0
1.0,401547639.0,4015476391189,Pass Reception,2.0,0.0,615.0,3.0,(Shotgun) T.Huntley pass short right to I.Likely to BLT 44 for 4 yards (E.Rowe).,4.0
2.0,401547639.0,4015476391214,Sack,2.0,0.0,578.0,1.0,T.Huntley sacked at BLT 36 for -8 yards (M.Robinson).,-8.0
3.0,401547639.0,4015476391234,Pass Reception,2.0,0.0,536.0,2.0,(Shotgun) T.Huntley pass short left to J.Hill to BLT 40 for 4 yards (M.Killebrew).,4.0
4.0,401547639.0,4015476391259,Rush,2.0,0.0,499.0,3.0,(Shotgun) T.Huntley scrambles right end to BLT 47 for 7 yards (A.Highsmith).,7.0
4.0,401547639.0,4015476391281,Punt,2.0,0.0,467.0,4.0,"J.Stout punts 49 yards to PIT 4, Center-T.Ott, downed by BLT-L.Treadwell. PENALTY on BLT-T.Simpson, Ineligible Downfield Kick, 6 yards, enforced at BLT 47 - No Play.",-6.0
1.0,401547639.0,4015476391312,Punt,2.0,0.0,456.0,4.0,"J.Stout punts 59 yards to end zone, Center-T.Ott, Touchback. PENALTY on PIT-Co.Heyward, Offensive Holding, 10 yards, enforced at PIT 20.",49.0
4.0,401547639.0,4015476391341,Official Timeout,2.0,0.0,446.0,4.0,Timeout at 07:26.,0.0
2.0,401547639.0,4015476391349,Rush,2.0,0.0,446.0,1.0,N.Harris left end to PIT 12 for 2 yards (B.Washington; M.Williams).,2.0
3.0,401547639.0,4015476391371,Pass Reception,2.0,0.0,402.0,2.0,(Shotgun) M.Rudolph pass short middle to N.Harris to PIT 17 for 5 yards (R.Ya-Sin).,5.0
4.0,401547639.0,4015476391396,Rush,2.0,0.0,356.0,3.0,"(Shotgun) J.Warren up the middle to PIT 19 for 2 yards (K.Van Noy, M.Williams).",2.0
1.0,401547639.0,4015476391418,Punt,2.0,0.0,318.0,4.0,"P.Harvin punts 52 yards to BLT 29, Center-C.Kuntz, downed by PIT-J.Pierre.",0.0
1.0,401547639.0,4015476391438,Official Timeout,2.0,0.0,307.0,1.0,Timeout at 05:07.,0.0
2.0,401547639.0,4015476391445,Rush,2.0,0.0,307.0,1.0,(Shotgun) G.Edwards left guard to BLT 30 for 1 yard (I.Loudermilk).,1.0
3.0,401547639.0,4015476391467,Pass Incompletion,2.0,0.0,270.0,2.0,(Shotgun) T.Huntley pass incomplete short right to J.Hill (E.Rowe).,0.0
1.0,401547639.0,4015476391502,Pass Reception,2.0,0.0,265.0,3.0,(Shotgun) T.Huntley pass deep right to L.Treadwell to BLT 46 for 16 yards (C.Sullivan).,16.0
1.0,401547639.0,4015476391527,Rush,2.0,0.0,223.0,1.0,(Shotgun) G.Edwards right guard to PIT 25 for 29 yards (E.Rowe).,29.0
2.0,401547639.0,4015476391549,Rush,2.0,0.0,184.0,1.0,(Shotgun) G.Edwards up the middle to PIT 27 for -2 yards (T.Watt).,-2.0
-1.0,401547639.0,4015476391571,Passing Touchdown,2.0,6.0,139.0,2.0,"(Shotgun) T.Huntley pass deep right to I.Likely for 27 yards, TOUCHDOWN.J.Tucker extra point is GOOD, Center-T.Ott, Holder-J.Stout.",27.0
1.0,401547639.0,4015476391612,Kickoff,2.0,0.0,139.0,0.0,"J.Stout kicks 60 yards from BLT 35 to PIT 5, out of bounds.",0.0
2.0,401547639.0,4015476391628,Rush,2.0,0.0,139.0,1.0,J.Warren left guard to PIT 45 for 5 yards (J.Madubuike; M.Pierce).,5.0
2.0,401547639.0,4015476391650,Two-minute warning,2.0,0.0,120.0,2.0,Two-Minute Warning,0.0
3.0,401547639.0,4015476391657,Rush,2.0,0.0,120.0,2.0,"(Shotgun) J.Warren left end to PIT 44 for -1 yards (J.Moon, P.Queen).",-1.0
1.0,401547639.0,4015476391679,Pass Reception,2.0,0.0,76.0,3.0,(Shotgun) M.Rudolph pass short right to P.Freiermuth pushed ob at BLT 43 for 13 yards (M.Williams).,13.0
2.0,401547639.0,4015476391709,Pass Reception,2.0,0.0,70.0,1.0,(Shotgun) M.Rudolph pass short right to J.Warren to BLT 40 for 3 yards (D.Phillips).,3.0
1.0,401547639.0,4015476391734,Pass Reception,2.0,0.0,51.0,2.0,"(No Huddle, Shotgun) M.Rudolph pass short middle to J.Warren to BLT 33 for 7 yards (P.Queen).",7.0
1.0,401547639.0,4015476391759,Timeout,2.0,0.0,43.0,1.0,Timeout #1 by PIT at 00:43.,0.0
2.0,401547639.0,4015476391802,Timeout,2.0,0.0,31.0,2.0,Timeout #2 by PIT at 00:31.,0.0
3.0,401547639.0,4015476391810,Pass Reception,2.0,0.0,31.0,2.0,(Shotgun) M.Rudolph pass short middle to P.Freiermuth to BLT 34 for 8 yards (A.Maulet).,8.0
2.0,401547639.0,4015476391766,Fumble Recovery (Own),2.0,0.0,25.0,1.0,"(Shotgun) M.Rudolph sacked at BLT 41 for -8 yards (J.Clowney). FUMBLES (J.Clowney) [J.Clowney], recovered by PIT-D.Moore at BLT 42.",0.0
1.0,401547639.0,4015476391835,Sack,2.0,0.0,9.0,3.0,"(No Huddle, Shotgun) M.Rudolph sacked at BLT 42 for -8 yards (K.Van Noy). FUMBLES (K.Van Noy), RECOVERED by BLT-B.Washington at BLT 37.",0.0
2.0,401547639.0,4015476391865,Rush,2.0,0.0,5.0,1.0,T.Huntley kneels to BLT 36 for -1 yards.,-1.0
1.0,401547639.0,4015476391887,End of Half,2.0,0.0,0.0,0.0,END QUARTER 2,0.0
1.0,401547639.0,4015476391907,Kickoff,3.0,0.0,900.0,0.0,"C.Boswell kicks 65 yards from PIT 35 to end zone, Touchback.",0.0
1.0,401547639.0,4015476391923,Penalty,3.0,0.0,900.0,1.0,"PENALTY on BLT, Delay of Game, 5 yards, enforced at BLT 25 - No Play.",-5.0
2.0,401547639.0,4015476391947,Rush,3.0,0.0,900.0,1.0,G.Edwards left tackle to BLT 22 for 2 yards (C.Heyward).,2.0
3.0,401547639.0,4015476391969,Sack,3.0,0.0,859.0,2.0,(Shotgun) T.Huntley sacked at BLT 19 for -3 yards (T.Watt).,-3.0
4.0,401547639.0,4015476391989,Pass Incompletion,3.0,0.0,815.0,3.0,(Shotgun) T.Huntley pass incomplete short middle to L.Treadwell.,0.0
1.0,401547639.0,4015476392012,Punt,3.0,0.0,807.0,4.0,"J.Stout punts 56 yards to PIT 25, Center-T.Ott. C.Austin MUFFS catch, and recovers at PIT 15. C.Austin pushed ob at PIT 36 for 21 yards (T.Simpson).",21.0
1.0,401547639.0,4015476392043,Rush,3.0,0.0,793.0,1.0,N.Harris left guard to BLT 49 for 15 yards (M.Williams; T.Simpson).,15.0
2.0,401547639.0,4015476392084,Rush,3.0,0.0,753.0,1.0,N.Harris up the middle to BLT 47 for 2 yards (M.Pierce).,2.0
3.0,401547639.0,4015476392106,Rush,3.0,0.0,708.0,2.0,"N.Harris right end to BLT 49 for -2 yards (J.Clowney, R.Ya-Sin).",-2.0
3.0,401547639.0,4015476392128,Penalty,3.0,0.0,661.0,3.0,"(Shotgun) PENALTY on PIT, Delay of Game, 5 yards, enforced at BLT 49 - No Play.",-5.0
4.0,401547639.0,4015476392152,Fumble Recovery (Own),3.0,0.0,657.0,3.0,"(Shotgun) M.Rudolph FUMBLES (Aborted) at PIT 41, and recovers at PIT 40.",0.0
1.0,401547639.0,4015476392179,Punt,3.0,0.0,626.0,4.0,"P.Harvin punts 39 yards to BLT 21, Center-C.Kuntz, fair catch by T.Wallace.",0.0
1.0,401547639.0,4015476392189,Official Timeout,3.0,0.0,621.0,1.0,Timeout at 10:21.,0.0
2.0,401547639.0,4015476392199,Rush,3.0,0.0,621.0,1.0,G.Edwards right guard to BLT 23 for 2 yards (M.Robinson).,2.0
3.0,401547639.0,4015476392228,Rush,3.0,0.0,584.0,2.0,"(Shotgun) G.Edwards right tackle to BLT 24 for 1 yard (M.Walker, T.Watt).",1.0
4.0,401547639.0,4015476392250,Sack,3.0,0.0,543.0,3.0,(Shotgun) T.Huntley sacked at BLT 16 for -8 yards (T.Watt).,-8.0
1.0,401547639.0,4015476392270,Punt,3.0,0.0,510.0,4.0,"J.Stout punts 57 yards to PIT 27, Center-T.Ott. C.Austin to PIT 34 for 7 yards (T.Ott).",7.0
1.0,401547639.0,4015476392296,Official Timeout,3.0,0.0,498.0,1.0,Timeout at 08:18.,0.0
1.0,401547639.0,4015476392303,Rush,3.0,0.0,498.0,1.0,N.Harris up the middle to PIT 45 for 11 yards (T.Robinson).,11.0
2.0,401547639.0,4015476392325,Rush,3.0,0.0,454.0,1.0,N.Harris right end pushed ob at PIT 41 for -4 yards (D.Phillips).,-4.0
3.0,401547639.0,4015476392352,Sack,3.0,0.0,413.0,2.0,(Shotgun) M.Rudolph sacked at PIT 35 for -6 yards (T.Simpson).,-6.0
4.0,401547639.0,4015476392372,Pass Reception,3.0,0.0,372.0,3.0,(Shotgun) M.Rudolph pass short left to J.Warren to PIT 36 for 1 yard (J.Clowney).,1.0
1.0,401547639.0,4015476392401,Punt,3.0,0.0,340.0,4.0,"P.Harvin punts 46 yards to BLT 18, Center-C.Kuntz, fair catch by D.Williams.",0.0
1.0,401547639.0,4015476392421,Official Timeout,3.0,0.0,332.0,1.0,Timeout at 05:32.,0.0
2.0,401547639.0,4015476392428,Pass Incompletion,3.0,0.0,332.0,1.0,(Shotgun) T.Huntley pass incomplete short left to L.Treadwell.,0.0
1.0,401547639.0,4015476392451,Pass Reception,3.0,0.0,329.0,2.0,(Shotgun) T.Huntley pass short middle to C.Kolar to BLT 30 for 12 yards (P.Peterson).,12.0
2.0,401547639.0,4015476392476,Rush,3.0,0.0,294.0,1.0,"G.Edwards right end to BLT 32 for 2 yards (T.Watt, M.Walker).",2.0
1.0,401547639.0,4015476392498,Pass Reception,3.0,0.0,254.0,2.0,(Shotgun) T.Huntley pass short right to N.Agholor to BLT 48 for 16 yards (M.Robinson). PIT-T.Watt was injured during the play.,16.0
2.0,401547639.0,4015476392526,Rush,3.0,0.0,228.0,1.0,(Shotgun) G.Edwards right tackle to BLT 49 for 1 yard (M.Jack).,1.0
3.0,401547639.0,4015476392548,Pass Incompletion,3.0,0.0,190.0,2.0,(Shotgun) T.Huntley pass incomplete short right [M.Golden].,0.0
4.0,401547639.0,4015476392571,Pass Incompletion,3.0,0.0,182.0,3.0,(Shotgun) T.Huntley pass incomplete short left to J.Hill.,0.0
1.0,401547639.0,4015476392594,Punt,3.0,0.0,177.0,4.0,"J.Stout punts 40 yards to PIT 11, Center-T.Ott, fair catch by C.Austin.",0.0
2.0,401547639.0,4015476392614,Rush,3.0,0.0,170.0,1.0,N.Harris right guard to PIT 16 for 5 yards (D.Phillips; R.Ya-Sin).,5.0
3.0,401547639.0,4015476392636,Rush,3.0,0.0,133.0,2.0,"N.Harris left guard to PIT 20 for 4 yards (M.Williams, D.Phillips).",4.0
1.0,401547639.0,4015476392658,Rush,3.0,0.0,101.0,3.0,G.Pickens right end to PIT 23 for 3 yards (J.Moon). BLT-G.Stone was injured during the play.,3.0
1.0,401547639.0,4015476392671,Official Timeout,3.0,0.0,90.0,1.0,Timeout at 01:30.,0.0
2.0,401547639.0,4015476392683,Rush,3.0,0.0,76.0,1.0,C.Okorafor reported in as eligible.  N.Harris right guard to PIT 26 for 3 yards (T.Robinson).,3.0
3.0,401547639.0,4015476392714,Rush,3.0,0.0,34.0,2.0,(Shotgun) N.Harris left guard to PIT 29 for 3 yards (B.Washington).,3.0
3.0,401547639.0,4015476392736,End Period,3.0,0.0,0.0,3.0,END QUARTER 3,0.0
1.0,401547639.0,4015476392795,Official Timeout,4.0,0.0,889.0,1.0,Timeout at 14:49.,0.0
-1.0,401547639.0,4015476392756,Passing Touchdown,4.0,6.0,889.0,3.0,"Diontae Johnson Pass From Mason Rudolph for 71 Yds C.Boswell extra point is GOOD, Center-C.Kuntz, Holder-P.Harvin. PENALTY on BLT-J.Madubuike, Unnecessary Roughness, 15 yards, enforced between downs.",71.0
1.0,401547639.0,4015476392808,Kickoff,4.0,0.0,889.0,0.0,"C.Boswell kicks 50 yards from 50 to end zone, Touchback.",0.0
2.0,401547639.0,4015476392831,Rush,4.0,0.0,889.0,1.0,(Shotgun) M.Gordon left guard to BLT 30 for 5 yards (C.Heyward).,5.0
3.0,401547639.0,4015476392853,Rush,4.0,0.0,858.0,2.0,"(Shotgun) M.Gordon right guard to BLT 29 for -1 yards (M.Golden, A.Highsmith).",-1.0
1.0,401547639.0,4015476392875,Pass Reception,4.0,0.0,818.0,3.0,(Shotgun) T.Huntley pass short left to N.Agholor to BLT 35 for 6 yards (E.Rowe).,6.0
2.0,401547639.0,4015476392900,Rush,4.0,0.0,778.0,1.0,"(Shotgun) M.Gordon left tackle to BLT 36 for 1 yard (L.Ogunjobi, M.Golden).",1.0
3.0,401547639.0,4015476392922,Pass Reception,4.0,0.0,743.0,2.0,(Shotgun) T.Huntley pass short left to J.Hill to BLT 39 for 3 yards (L.Wallace).,3.0
1.0,401547639.0,4015476392947,Pass Reception,4.0,0.0,704.0,3.0,(Shotgun) T.Huntley pass short middle to N.Agholor to BLT 49 for 10 yards (M.Killebrew).,10.0
2.0,401547639.0,4015476392972,Pass Incompletion,4.0,0.0,667.0,1.0,(Shotgun) T.Huntley pass incomplete short left to J.Hill (M.Adams).,0.0
3.0,401547639.0,4015476392995,Pass Reception,4.0,0.0,662.0,2.0,(Shotgun) T.Huntley pass short left to N.Agholor to PIT 49 for 2 yards (E.Roberts).,2.0
4.0,401547639.0,4015476393020,Pass Incompletion,4.0,0.0,622.0,3.0,(Shotgun) T.Huntley pass incomplete short right to T.Wallace.,0.0
1.0,401547639.0,4015476393043,Punt,4.0,0.0,618.0,4.0,"J.Stout punts 40 yards to PIT 9, Center-T.Ott. C.Austin to PIT 43 for 34 yards (B.Stephens).",34.0
1.0,401547639.0,4015476393069,Official Timeout,4.0,0.0,603.0,1.0,Timeout at 10:03.,0.0
2.0,401547639.0,4015476393076,Rush,4.0,0.0,603.0,1.0,J.Warren left tackle to PIT 47 for 4 yards (M.Pierce).,4.0
3.0,401547639.0,4015476393098,Fumble Recovery (Own),4.0,0.0,565.0,2.0,"(Shotgun) J.Warren right tackle to PIT 47 for no gain (J.Moon; A.Maulet). FUMBLES (J.Moon), recovered by PIT-B.Jones at PIT 47.",0.0
4.0,401547639.0,4015476393120,Pass Reception,4.0,0.0,503.0,3.0,(Shotgun) M.Rudolph pass short right to N.Harris to PIT 47 for no gain (T.Simpson).,0.0
1.0,401547639.0,4015476393145,Punt,4.0,0.0,470.0,4.0,"P.Harvin punts 53 yards to end zone, Center-C.Kuntz, Touchback.",0.0
1.0,401547639.0,4015476393154,Official Timeout,4.0,0.0,461.0,1.0,Timeout at 07:41.,0.0
2.0,401547639.0,4015476393163,Rush,4.0,0.0,461.0,1.0,(Shotgun) G.Edwards right guard to BLT 27 for 7 yards (K.Benton; M.Jack).,7.0
1.0,401547639.0,4015476393209,Fumble Recovery (Opponent),4.0,0.0,439.0,2.0,"(No Huddle, Shotgun) G.Edwards left guard to BLT 32 for 5 yards (E.Rowe; K.Benton). FUMBLES (E.Rowe), RECOVERED by PIT-M.Golden at BLT 32.",5.0
2.0,401547639.0,4015476393247,Rush,4.0,0.0,434.0,1.0,N.Harris right tackle to BLT 23 for 9 yards (M.Williams; J.Moon).,9.0
1.0,401547639.0,4015476393269,Rush,4.0,0.0,392.0,2.0,N.Harris left guard to BLT 15 for 8 yards (P.Queen; R.Ya-Sin).,8.0
1.0,401547639.0,4015476393275,Timeout,4.0,0.0,344.0,1.0,Timeout #1 by PIT at 05:44.,0.0
2.0,401547639.0,4015476393291,Rush,4.0,0.0,344.0,1.0,N.Harris left guard to BLT 10 for 5 yards (T.Simpson).,5.0
3.0,401547639.0,4015476393326,Rush,4.0,0.0,298.0,2.0,N.Harris left guard to BLT 8 for 2 yards (M.Pierce; B.Urban).,2.0
3.0,401547639.0,4015476393348,Timeout,4.0,0.0,292.0,3.0,Timeout #1 by BLT at 04:52.,0.0
1.0,401547639.0,4015476393355,Pass Reception,4.0,0.0,292.0,3.0,"M.Rudolph pass short right to N.Harris to BLT 5 for 3 yards (P.Queen, B.Stephens).",3.0
2.0,401547639.0,4015476393390,Rush,4.0,0.0,249.0,1.0,N.Harris right guard to BLT 6 for -1 yards (M.Pierce).,-1.0
3.0,401547639.0,4015476393412,Rush,4.0,0.0,208.0,2.0,N.Harris up the middle to BLT 2 for 4 yards (T.Jones; M.Williams).,4.0
3.0,401547639.0,4015476393423,Timeout,4.0,0.0,202.0,3.0,Timeout #2 by BLT at 03:22.,0.0
4.0,401547639.0,4015476393434,Rush,4.0,0.0,202.0,3.0,J.Warren left end to BLT 7 for -5 yards (T.Simpson).,-5.0
4.0,401547639.0,4015476393449,Timeout,4.0,0.0,197.0,4.0,Timeout #3 by BLT at 03:17.,0.0
-1.0,401547639.0,4015476393463,Field Goal Good,4.0,3.0,193.0,4.0,"C.Boswell 25 yard field goal is GOOD, Center-C.Kuntz, Holder-P.Harvin.",25.0
1.0,401547639.0,4015476393490,Kickoff,4.0,0.0,193.0,0.0,"C.Boswell kicks 65 yards from PIT 35 to end zone, Touchback.",0.0
2.0,401547639.0,4015476393506,Pass Reception,4.0,0.0,193.0,1.0,(Shotgun) T.Huntley pass short right to N.Agholor to BLT 30 for 5 yards (E.Rowe).,5.0
1.0,401547639.0,4015476393536,Pass Reception,4.0,0.0,177.0,2.0,"(No Huddle, Shotgun) T.Huntley pass short middle to J.Hill to BLT 49 for 19 yards (A.Highsmith).",19.0
2.0,401547639.0,4015476393565,Pass Reception,4.0,0.0,150.0,1.0,"(No Huddle, Shotgun) T.Huntley pass short middle to C.Kolar to PIT 45 for 6 yards (E.Rowe, M.Killebrew).",6.0
1.0,401547639.0,4015476393590,Rush,4.0,0.0,134.0,2.0,"(No Huddle, Shotgun) T.Huntley scrambles right end pushed ob at PIT 42 for 3 yards (K.Benton).",3.0
4.0,401547639.0,4015476393617,Pass Incompletion,4.0,0.0,128.0,3.0,(Shotgun) T.Huntley pass incomplete short right to J.Hill.,0.0
1.0,401547639.0,4015476393640,Rush,4.0,0.0,123.0,4.0,(Shotgun) T.Huntley up the middle to PIT 36 for 6 yards (E.Rowe).,6.0
1.0,401547639.0,4015476393651,Two-minute warning,4.0,0.0,118.0,1.0,Two-Minute Warning,0.0
1.0,401547639.0,4015476393662,Rush,4.0,0.0,118.0,1.0,(Shotgun) T.Huntley scrambles up the middle to PIT 25 for 11 yards (E.Rowe).,11.0
1.0,401547639.0,4015476393691,Pass Reception,4.0,0.0,96.0,1.0,"(No Huddle, Shotgun) T.Huntley pass short left to T.Wallace to PIT 14 for 11 yards (M.Jack).",11.0
2.0,401547639.0,4015476393716,Rush,4.0,0.0,80.0,1.0,"(No Huddle, Shotgun) T.Huntley scrambles right end to PIT 9 for 5 yards (M.Killebrew).",5.0
3.0,401547639.0,4015476393738,Pass Incompletion,4.0,0.0,53.0,2.0,"(No Huddle, Shotgun) T.Huntley pass incomplete short right [M.Killebrew].",0.0
3.0,401547639.0,4015476393750,Timeout,4.0,0.0,45.0,3.0,Timeout #2 by PIT at 00:45.,0.0
4.0,401547639.0,4015476393761,Sack,4.0,0.0,45.0,3.0,(Shotgun) T.Huntley sacked at PIT 18 for -9 yards (M.Golden).,-9.0
