end_down,game_id,play_id,play_type,quarter,score_value,seconds_remaining,start_down,text,yards
1.0,401326569.0,4013265691673,Rush,2.0,0.0,345.0,2.0,(5:45) D.Singletary left end to ATL 12 for 6 yards (F.Oluokun).,6.0
1.0,401326569.0,4013265691694,Sack,2.0,0.0,300.0,1.0,"(5:00) S.Diggs sacked at ATL 14 for -2 yards (A.Terrell). On reverse, handoff from I.McKenzie, who received original handoff from J.Allen.",-2.0
1.0,401326569.0,4013265691719,Rush,2.0,0.0,253.0,2.0,(4:13) (Shotgun) D.Singletary left tackle to ATL 10 for 4 yards (S.Means).,4.0
1.0,401326569.0,4013265691740,Pass Interception Return,2.0,0.0,200.0,3.0,(3:31) (Shotgun) J.Allen pass short right intended for C.Beasley INTERCEPTED by D.Harmon (F.Oluokun) at ATL -1. Touchback. BUF-S.Brown was injured during the play.  S.Brown walks off.,0.0
3.0,401326569.0,4013265691771,Pass Reception,2.0,0.0,200.0,1.0,(3:20) (Shotgun) M.Ryan pass deep left to K.Pitts to BUF 19 for 61 yards (L.Wallace).,61.0
1.0,401326569.0,4013265691799,Rush,2.0,0.0,166.0,1.0,(2:49) (No Huddle) M.Davis left tackle to BUF 11 for 8 yards (M.Hyde; H.Phillips).,8.0
1.0,401326569.0,4013265691820,Rush,2.0,0.0,139.0,2.0,(2:19) (No Huddle) M.Davis up the middle to BUF 5 for 6 yards (D.Jackson; T.Johnson).,6.0
1.0,401326569.0,4013265691841,Two-minute warning,2.0,0.0,120.0,1.0,Two-Minute Warning,0.0
2.0,401326569.0,4013265691858,Rush,2.0,0.0,120.0,1.0,"(2:00) M.Davis left guard to BUF 1 for 4 yards (J.Hughes, M.Milano).",4.0
2.0,401326569.0,4013265691879,Timeout,2.0,0.0,112.0,2.0,Timeout #1 by BUF at 01:52.,0.0
-1.0,401326569.0,4013265691896,Rushing Touchdown,2.0,6.0,108.0,2.0,"Mike Davis 1 Yard Rush Y.Koo extra point is GOOD, Center-J.Harris, Holder-T.Morstead.",1.0
-1.0,401326569.0,4013265691934,Kickoff Return (Offense),2.0,0.0,108.0,0.0,Y.Koo kicks 66 yards from ATL 35 to BUF -1. M.Stevenson to BUF 25 for 26 yards (D.Bates).,26.0
1.0,401326569.0,4013265691956,Rush,2.0,0.0,100.0,1.0,"(1:40) (Shotgun) Z.Moss right guard to BUF 37 for 12 yards (S.Means, D.Fowler).",12.0
1.0,401326569.0,4013265691977,Pass Interception Return,2.0,0.0,66.0,1.0,"(1:15) (No Huddle, Shotgun) J.Allen pass deep right intended for C.Beasley INTERCEPTED by A.Terrell at ATL 37. A.Terrell to ATL 44 for 7 yards (G.Davis).",7.0
1.0,401326569.0,4013265692003,Rush,2.0,0.0,66.0,1.0,"(1:06) Q.Ollison right tackle to BUF 45 for 11 yards (T.Edmunds, D.Jackson).",11.0
1.0,401326569.0,4013265692032,Sack,2.0,0.0,42.0,1.0,"(:42) (No Huddle, Shotgun) M.Ryan sacked at 50 for -5 yards (M.Addison).",-5.0
2.0,401326569.0,4013265692051,Timeout,2.0,0.0,33.0,2.0,Timeout #1 by ATL at 00:33.,0.0
1.0,401326569.0,4013265692068,Pass Incompletion,2.0,0.0,33.0,2.0,"(:33) (Shotgun) M.Ryan pass incomplete short left to O.Zaccheaus (T.Johnson). PENALTY on BUF-J.Hughes, Defensive Offside, 5 yards, enforced at 50 - No Play.",5.0
1.0,401326569.0,4013265692101,Pass Incompletion,2.0,0.0,28.0,2.0,(:29) (Shotgun) M.Ryan pass incomplete deep left to F.Darby (L.Wallace).,0.0
1.0,401326569.0,4013265692123,Pass Reception,2.0,0.0,23.0,3.0,(:23) (Shotgun) M.Ryan pass short middle to M.Davis to BUF 30 for 15 yards (M.Hyde).,15.0
1.0,401326569.0,4013265692147,Timeout,2.0,0.0,13.0,1.0,Timeout #2 by ATL at 00:13.,0.0
1.0,401326569.0,4013265692164,Pass Reception,2.0,0.0,13.0,1.0,(:13) (Shotgun) M.Ryan pass short right to R.Gage to BUF 6 for 24 yards (M.Milano).,24.0
1.0,401326569.0,4013265692188,Timeout,2.0,0.0,6.0,1.0,Timeout #3 by ATL at 00:06.,0.0
1.0,401326569.0,4013265692205,Timeout,2.0,0.0,6.0,1.0,Timeout #2 by BUF at 00:06.,0.0
1.0,401326569.0,4013265692222,Pass Incompletion,2.0,0.0,6.0,1.0,(:06) (Shotgun) M.Ryan pass incomplete short right. Thrown away.,0.0
2.0,401326569.0,4013265692248,Timeout,2.0,0.0,2.0,2.0,Timeout #3 by BUF at 00:02.,0.0
-1.0,401326569.0,4013265692271,Field Goal Good,2.0,3.0,0.0,2.0,"(:02) Y.Koo 24 yard field goal is GOOD, Center-J.Harris, Holder-T.Morstead.",24.0
1.0,401326569.0,4013265692290,End of Half,2.0,0.0,0.0,0.0,END QUARTER 2,0.0
-1.0,401326569.0,4013265692307,Kickoff Return (Offense),3.0,0.0,900.0,0.0,Y.Koo kicks 61 yards from ATL 35 to BUF 4. M.Stevenson to BUF 29 for 25 yards (S.Williams).,25.0
2.0,401326569.0,4013265692329,Pass Incompletion,3.0,0.0,893.0,1.0,(14:53) (Shotgun) J.Allen pass incomplete short right to I.McKenzie. Pressure on QB: 6-D.Fowler.,0.0
3.0,401326569.0,4013265692355,Rush,3.0,0.0,889.0,2.0,(14:49) (Shotgun) D.Singletary up the middle to BUF 32 for 3 yards (A.Rush).,3.0
1.0,401326569.0,4013265692376,Pass Interception Return,3.0,0.0,854.0,3.0,(14:14) (Shotgun) J.Allen pass short middle intended for S.Diggs INTERCEPTED by F.Oluokun (M.Walker) at BUF 43. F.Oluokun to BUF 25 for 18 yards (D.Dawkins). Pass tipped prior to INT.,18.0
4.0,401326569.0,4013265692406,Rush,3.0,0.0,841.0,1.0,"(14:01) C.Patterson left end to BUF 28 for -3 yards (G.Rousseau, E.Oliver).",-3.0
2.0,401326569.0,4013265692427,Timeout,3.0,0.0,803.0,2.0,Timeout #1 by ATL at 13:23.,0.0
1.0,401326569.0,4013265692444,Sack,3.0,0.0,803.0,2.0,(13:23) (Shotgun) M.Ryan sacked at BUF 32 for -4 yards (E.Oliver).,-4.0
1.0,401326569.0,4013265692463,Pass Incompletion,3.0,0.0,766.0,3.0,(12:47) (Shotgun) M.Ryan pass incomplete short left to M.Davis.,0.0
2.0,401326569.0,4013265692485,Penalty,3.0,0.0,760.0,4.0,"(12:40) (Punt formation) PENALTY on ATL, Delay of Game, 5 yards, enforced at BUF 32 - No Play.",5.0
1.0,401326569.0,4013265692508,Punt,3.0,0.0,752.0,4.0,"(12:40) T.Morstead punts 37 yards to end zone, Center-J.Harris, Touchback. Kick into end zone.",0.0
1.0,401326569.0,4013265692529,Rush,3.0,0.0,752.0,1.0,(12:32) T.Doyle reported in as eligible.  D.Singletary up the middle to BUF 25 for 5 yards (M.Pennel; G.Jarrett).,5.0
1.0,401326569.0,4013265692552,Rush,3.0,0.0,720.0,2.0,(12:00) (Shotgun) D.Singletary left end to BUF 45 for 20 yards (K.Sheffield; F.Oluokun).,20.0
2.0,401326569.0,4013265692573,Rush,3.0,0.0,677.0,1.0,(11:17) (Shotgun) J.Allen scrambles right end to ATL 46 for 9 yards (K.Sheffield).,9.0
2.0,401326569.0,4013265692605,Rush,3.0,0.0,653.0,2.0,(10:53) (Shotgun) D.Singletary right tackle to ATL 41 for 5 yards (D.Harmon).,5.0
1.0,401326569.0,4013265692626,Rush,3.0,0.0,612.0,1.0,"(10:12) D.Singletary left tackle to ATL 43 for -2 yards (D.Fowler, G.Jarrett).",-2.0
2.0,401326569.0,4013265692647,Pass Reception,3.0,0.0,569.0,2.0,"(9:29) (Shotgun) J.Allen pass short right to C.Beasley to ATL 34 for 9 yards (F.Oluokun, K.Sheffield).",9.0
2.0,401326569.0,4013265692671,Rush,3.0,0.0,533.0,3.0,(8:53) (Shotgun) J.Allen scrambles right end to ATL 20 for 14 yards (K.Sheffield).,14.0
1.0,401326569.0,4013265692692,Rush,3.0,0.0,482.0,1.0,(8:02) D.Singletary left tackle to ATL 16 for 4 yards (T.Graham).,4.0
1.0,401326569.0,4013265692713,Rush,3.0,0.0,442.0,2.0,(7:22) (Shotgun) J.Allen right tackle to ATL 9 for 7 yards (D.Harmon).,7.0
1.0,401326569.0,4013265692734,Rush,3.0,0.0,399.0,1.0,"(6:39) (Shotgun) D.Singletary right guard to ATL 6 for 3 yards (F.Oluokun, S.Williams).",3.0
-1.0,401326569.0,4013265692755,Rushing Touchdown,3.0,6.0,356.0,2.0,"Devin Singletary 6 Yard Rush TWO-POINT CONVERSION ATTEMPT. J.Allen pass to C.Beasley is complete. ATTEMPT SUCCEEDS. Pass caught at ATL 1, right side.",6.0
-1.0,401326569.0,4013265692795,Kickoff Return (Offense),3.0,0.0,356.0,0.0,T.Bass kicks 64 yards from BUF 35 to ATL 1. C.Patterson pushed ob at ATL 24 for 23 yards (S.Neal).,23.0
3.0,401326569.0,4013265692822,Rush,3.0,0.0,351.0,1.0,(5:51) M.Davis right guard to ATL 31 for 7 yards (D.Jackson).,7.0
1.0,401326569.0,4013265692843,Pass Reception,3.0,0.0,310.0,2.0,"(5:10) M.Ryan pass short right to P.Hesse to ATL 35 for 4 yards (T.Johnson, T.Edmunds).",4.0
1.0,401326569.0,4013265692867,Rush,3.0,0.0,272.0,1.0,"(4:32) C.Patterson right end to ATL 40 for 5 yards (E.Ankou, H.Phillips).",5.0
2.0,401326569.0,4013265692888,Rush,3.0,0.0,234.0,2.0,"(3:54) (Shotgun) M.Ryan scrambles right end to ATL 41 for 1 yard. M.Ryan pass short middle to C.Patterson to BUF 35 for 24 yards (M.Addison; M.Milano). PENALTY on ATL-M.Ryan, Illegal Forward Pass, 5 yards, enforced at ATL 41.",29.0
1.0,401326569.0,4013265692923,Pass Incompletion,3.0,0.0,200.0,3.0,(3:20) (Shotgun) M.Ryan pass incomplete short right to O.Zaccheaus (M.Milano).,0.0
1.0,401326569.0,4013265692949,Punt,3.0,0.0,184.0,4.0,"(3:15) T.Morstead punts 48 yards to BUF 16, Center-J.Harris. M.Stevenson pushed ob at BUF 35 for 19 yards (K.Smith).",19.0
1.0,401326569.0,4013265692980,Pass Reception,3.0,0.0,184.0,1.0,"(3:04) (Shotgun) J.Allen pass short left to S.Diggs to 50 for 15 yards (B.Copeland, A.Rush).",15.0
1.0,401326569.0,4013265693004,Pass Incompletion,3.0,0.0,141.0,1.0,(2:21) J.Allen pass incomplete deep right to S.Diggs.,0.0
1.0,401326569.0,4013265693026,Rush,3.0,0.0,131.0,2.0,"(2:11) (Shotgun) Z.Moss left end to ATL 39 for 11 yards (S.Williams, F.Oluokun).",11.0
1.0,401326569.0,4013265693047,Rush,3.0,0.0,89.0,1.0,"(1:29) (Shotgun) J.Allen up the middle to ATL 34 for 5 yards (S.Means, T.Graham).",5.0
1.0,401326569.0,4013265693068,Rush,3.0,0.0,53.0,2.0,(:53) (Shotgun) Z.Moss right guard to ATL 29 for 5 yards (F.Oluokun; S.Means).,5.0
1.0,401326569.0,4013265693101,Rush,3.0,0.0,7.0,1.0,"(:07) T.Doyle reported in as eligible.  J.Allen scrambles right end pushed ob at ATL 25 for 4 yards (S.Means). PENALTY on BUF-G.Davis, Illegal Shift, 5 yards, enforced at ATL 29 - No Play.",-5.0
1.0,401326569.0,4013265693129,End Period,3.0,0.0,0.0,1.0,END QUARTER 3,0.0
1.0,401326569.0,4013265693160,Rush,4.0,0.0,900.0,1.0,"(15:00) D.Singletary right guard to ATL 30 for 4 yards (S.Williams, G.Jarrett).",4.0
1.0,401326569.0,4013265693181,Rush,4.0,0.0,867.0,2.0,"(14:27) (Shotgun) D.Singletary right guard to ATL 28 for 2 yards (D.Jones, F.Oluokun).",2.0
1.0,401326569.0,4013265693202,Pass Reception,4.0,0.0,827.0,3.0,(13:47) (Shotgun) J.Allen pass short right to S.Diggs pushed ob at ATL 20 for 8 yards (A.Terrell).,8.0
1.0,401326569.0,4013265693231,Rush,4.0,0.0,827.0,4.0,(12:59) (Shotgun) J.Allen right guard to ATL 18 for 2 yards (F.Oluokun).,2.0
1.0,401326569.0,4013265693252,Rush,4.0,0.0,739.0,1.0,(12:19) (Shotgun) D.Singletary up the middle to ATL 16 for 2 yards (D.Jones; S.Williams).,2.0
1.0,401326569.0,4013265693273,Rush,4.0,0.0,699.0,2.0,(11:39) (Shotgun) J.Allen right guard to ATL 4 for 12 yards (D.Harmon; A.Rush).,12.0
-1.0,401326569.0,4013265693294,Rushing Touchdown,4.0,6.0,646.0,1.0,"Devin Singletary 4 Yard Rush T.Bass extra point is GOOD, Center-R.Ferguson, Holder-M.Haack.",4.0
1.0,401326569.0,4013265693332,Kickoff,4.0,0.0,646.0,0.0,"T.Bass kicks 65 yards from BUF 35 to end zone, Touchback. Kick into end zone, 5 yds. deep.",0.0
1.0,401326569.0,4013265693351,Sack,4.0,0.0,646.0,1.0,"(10:46) (Shotgun) M.Ryan sacked at ATL 20 for -5 yards (H.Phillips). Penalty on ATL-J.Mayfield, Offensive Holding, declined.",-5.0
1.0,401326569.0,4013265693381,Pass Reception,4.0,0.0,616.0,2.0,(10:16) (Shotgun) M.Ryan pass short left to O.Zaccheaus pushed ob at ATL 28 for 8 yards (L.Wallace).,8.0
2.0,401326569.0,4013265693410,Pass Incompletion,4.0,0.0,581.0,3.0,"(9:41) (Shotgun) M.Ryan pass incomplete short middle to R.Gage [E.Obada]. PENALTY on BUF-J.Poyer, Defensive Pass Interference, 7 yards, enforced at ATL 28 - No Play.",7.0
2.0,401326569.0,4013265693443,Rush,4.0,0.0,576.0,1.0,(9:37) C.Patterson left tackle to ATL 37 for 2 yards (E.Ankou).,2.0
2.0,401326569.0,4013265693464,Pass Reception,4.0,0.0,537.0,2.0,(8:58) (Shotgun) M.Ryan pass short middle to R.Gage to BUF 48 for 15 yards (D.Jackson).,15.0
2.0,401326569.0,4013265693488,Rush,4.0,0.0,508.0,1.0,(8:28) C.Patterson left guard ran ob at BUF 35 for 13 yards (M.Hyde).,13.0
1.0,401326569.0,4013265693519,Pass Reception,4.0,0.0,473.0,1.0,"(7:53) (Shotgun) M.Ryan pass short middle to P.Hesse to BUF 18 for 17 yards (T.Edmunds, M.Hyde). Penalty on BUF-T.Johnson, Defensive Holding, declined.",17.0
1.0,401326569.0,4013265693554,Pass Reception,4.0,0.0,441.0,1.0,(7:21) M.Ryan pass short right to R.Gage to BUF 7 for 11 yards (D.Jackson).,11.0
2.0,401326569.0,4013265693578,Rush,4.0,0.0,415.0,1.0,(6:55) (No Huddle) C.Patterson up the middle to BUF 7 for no gain (J.Poyer).,0.0
1.0,401326569.0,4013265693599,Rush,4.0,0.0,367.0,2.0,"(6:14) (Shotgun) M.Ryan scrambles right tackle for 7 yards, TOUCHDOWN. PENALTY on ATL-M.Ryan, Taunting, 15 yards, enforced between downs. The Replay Official reviewed the runner broke the plane ruling, and the play was REVERSED. (Shotgun) M.Ryan scrambles right tackle to BUF 1 for 6 yards (J.Poyer). PENALTY on ATL-M.Ryan, Taunting, 15 yards, enforced at BUF 1.",21.0
1.0,401326569.0,4013265693632,Pass Incompletion,4.0,0.0,358.0,3.0,(5:58) (Shotgun) M.Ryan pass incomplete deep left to R.Gage.,0.0
1.0,401326569.0,4013265693705,Pass Incompletion,4.0,0.0,352.0,4.0,(5:52) (Shotgun) M.Ryan pass incomplete deep right to C.Blake.,0.0
3.0,401326569.0,4013265693727,Rush,4.0,0.0,342.0,1.0,(5:42) D.Singletary left tackle to BUF 20 for 4 yards (D.Jones).,4.0
1.0,401326569.0,4013265693748,Rush,4.0,0.0,299.0,2.0,(4:59) D.Singletary right guard to BUF 26 for 6 yards (S.Williams).,6.0
4.0,401326569.0,4013265693769,Rush,4.0,0.0,254.0,1.0,"(4:14) T.Doyle reported in as eligible.  D.Singletary right tackle to BUF 31 for 5 yards (D.Jones, A.Terrell).",5.0
2.0,401326569.0,4013265693792,Timeout,4.0,0.0,247.0,2.0,Timeout #2 by ATL at 04:07.,0.0
